property_id,city,locality,locality_tier,area_type,total_sqft,bhk,bath,balcony,age_years,distance_to_center_km,furnishing,facing,parking_spaces,rera_approved,nearby_schools,nearby_hospitals,price
P02149,Mumbai,Mumbai-Emerging-2,Emerging,Carpet Area,1683.7,3,2,0,12,19.64,Unfurnished,South,2,1,5,1,15699000.0
P02150,Chennai,Chennai-Emerging-6,Emerging,Carpet Area,1516.9,3,2,2,15,22.46,Unfurnished,South,1,1,1,3,3820000.0
P02151,Mumbai,Mumbai-Mid-8,Mid,Carpet Area,1334.5,3,4,1,14,10.64,Fully Furnished,East,0,0,1,3,16437000.0
P02152,Pune,Pune-Mid-5,Mid,Carpet Area,559.9,1,1,1,22,6.55,Unfurnished,South-East,1,0,4,1,2765000.0
P02153,Bengaluru,Bengaluru-Mid-2,Mid,Plot Area,423.4,1,2,0,17,12.97,Fully Furnished,North-East,0,1,3,0,2297000.0
P02154,Delhi,Delhi-Emerging-3,Emerging,Built-up Area,1951.1,3,2,3,4,20.56,Semi-Furnished,West,1,1,4,1,9106000.0
P02155,Hyderabad,Hyderabad-Mid-6,Mid,Super built-up Area,1963.1,4,4,0,17,10.26,Unfurnished,North,1,1,1,1,8655000.0
P02156,Chennai,Chennai-Premium-8,Premium,Carpet Area,1716.3,3,4,0,18,4.3,Unfurnished,North-East,0,0,1,3,13300000.0
P02157,Pune,Pune-Premium-2,Premium,Super built-up Area,1066.8,2,3,1,0,5.54,Fully Furnished,South,2,1,3,3,9248000.0
P02158,Chennai,Chennai-Premium-1,Premium,Built-up Area,1025.5,2,3,1,24,4.7,Unfurnished,South,2,1,2,3,7038000.0
P02159,Mumbai,Mumbai-Emerging-7,Emerging,Built-up Area,1530.7,3,2,2,5,15.13,Semi-Furnished,West,2,1,4,1,15438000.0
P02160,Bengaluru,Bengaluru-Mid-2,Mid,Built-up Area,1850.3,3,2,2,2,5.24,Unfurnished,North,0,1,4,2,11565000.0
P02161,Delhi,Delhi-Mid-7,Mid,Plot Area,1241.5,3,4,2,19,5.99,Unfurnished,South-East,0,1,5,3,10930000.0
P02162,Hyderabad,Hyderabad-Emerging-1,Emerging,Carpet Area,1348.6,2,2,2,1,27.38,Semi-Furnished,South-East,0,1,0,2,5150000.0
P02163,Chennai,Chennai-Emerging-2,Emerging,Super built-up Area,1237.5,2,2,0,11,21.4,Unfurnished,East,2,1,3,0,3069000.0
P02164,Bengaluru,Bengaluru-Emerging-1,Emerging,Super built-up Area,1798.2,3,4,1,22,15.66,Semi-Furnished,East,0,1,1,0,5595000.0
P02165,Pune,Pune-Emerging-4,Emerging,Carpet Area,1461.3,3,3,0,6,20.25,Semi-Furnished,North,1,1,4,1,5349000.0
P02166,Bengaluru,Bengaluru-Mid-2,Mid,Plot Area,2745.2,5,4,5,5,9.89,Fully Furnished,North-East,2,1,2,3,14972000.0
P02167,Chennai,Chennai-Mid-3,Mid,Carpet Area,907.9,2,3,0,3,9.6,Semi-Furnished,North-East,2,1,2,1,4053000.0
P02168,Bengaluru,Bengaluru-Mid-4,Mid,Super built-up Area,1887.0,3,3,0,23,14.37,Semi-Furnished,North-East,1,1,3,0,8873000.0
P02169,Mumbai,Mumbai-Emerging-7,Emerging,Built-up Area,1067.0,2,2,2,15,16.97,Semi-Furnished,East,1,1,2,2,7102000.0
P02170,Hyderabad,Hyderabad-Emerging-8,Emerging,Plot Area,1920.6,3,3,3,6,17.81,Semi-Furnished,East,0,1,1,0,6391000.0
P02171,Delhi,Delhi-Premium-2,Premium,Carpet Area,1473.1,3,3,1,6,5.3,Semi-Furnished,West,2,1,5,2,24865000.0
P02172,Mumbai,Mumbai-Emerging-2,Emerging,Plot Area,1439.0,3,4,2,19,25.88,Fully Furnished,North,2,0,0,2,11152000.0
P02173,Pune,Pune-Premium-7,Premium,Plot Area,1274.5,2,2,2,19,2.77,Semi-Furnished,South-East,1,1,0,2,10981000.0
P02174,Chennai,Chennai-Mid-7,Mid,Carpet Area,1224.1,2,2,1,13,11.17,Unfurnished,South-East,0,1,0,2,5264000.0
P02175,Pune,Pune-Mid-6,Mid,Carpet Area,1703.4,3,3,3,6,7.88,Unfurnished,East,1,1,4,2,12625000.0
P02176,Mumbai,Mumbai-Mid-5,Mid,Built-up Area,824.2,2,2,1,17,11.2,Semi-Furnished,North-East,1,1,0,3,14013000.0
P02177,Bengaluru,Bengaluru-Mid-8,Mid,Built-up Area,1079.4,2,3,0,24,6.53,Unfurnished,South-East,2,0,4,0,5612000.0
P02178,Delhi,Delhi-Mid-8,Mid,Built-up Area,1734.0,3,3,0,17,12.43,Unfurnished,West,0,0,0,0,16659000.0
P02179,Bengaluru,Bengaluru-Premium-8,Premium,Carpet Area,614.2,1,2,0,13,3.27,Unfurnished,East,2,0,3,3,5177000.0
P02180,Chennai,Chennai-Mid-5,Mid,Super built-up Area,1122.7,2,2,0,17,14.88,Fully Furnished,East,2,1,4,3,5730000.0
P02181,Pune,Pune-Mid-8,Mid,Plot Area,2065.8,3,4,2,20,8.05,Fully Furnished,East,0,1,5,0,12074000.0
P02182,Hyderabad,Hyderabad-Premium-6,Premium,Super built-up Area,1662.5,4,3,3,3,0.55,Fully Furnished,South-East,0,1,2,0,16261000.0
P02183,Chennai,Chennai-Mid-3,Mid,Super built-up Area,1873.5,4,4,2,16,7.76,Unfurnished,North-East,0,1,1,3,10986000.0
P02184,Mumbai,Mumbai-Emerging-4,Emerging,Built-up Area,1229.1,2,3,0,17,15.06,Unfurnished,North-East,1,1,0,2,12415000.0
P02185,Bengaluru,Bengaluru-Mid-1,Mid,Carpet Area,511.8,1,1,1,2,8.09,Semi-Furnished,South,1,1,1,0,3229000.0
P02186,Chennai,Chennai-Emerging-6,Emerging,Built-up Area,606.7,1,1,0,10,23.69,Unfurnished,West,1,1,5,1,1914000.0
P02187,Mumbai,Mumbai-Mid-4,Mid,Built-up Area,513.1,1,2,1,17,11.72,Unfurnished,South,0,1,2,0,5083000.0
P02188,Chennai,Chennai-Mid-2,Mid,Super built-up Area,1295.0,2,1,1,11,9.98,Unfurnished,South-East,0,1,1,1,7003000.0
P02189,Chennai,Chennai-Emerging-5,Emerging,Plot Area,1210.5,2,2,0,14,15.43,Unfurnished,North,0,1,1,3,3807000.0
P02190,Mumbai,Mumbai-Emerging-1,Emerging,Plot Area,905.8,2,3,2,6,12.34,Semi-Furnished,North,2,1,3,3,8665000.0
P02191,Chennai,Chennai-Emerging-2,Emerging,Plot Area,2287.7,4,5,2,14,12.16,Fully Furnished,North,2,1,5,3,5973000.0
P02192,Hyderabad,Hyderabad-Emerging-7,Emerging,Plot Area,583.2,1,1,1,16,25.12,Semi-Furnished,North,1,1,0,1,1789000.0
P02193,Chennai,Chennai-Emerging-8,Emerging,Carpet Area,1423.8,3,4,3,22,27.96,Unfurnished,South,2,1,3,3,3234000.0
P02194,Bengaluru,Bengaluru-Emerging-1,Emerging,Carpet Area,1707.0,3,3,2,22,23.23,Fully Furnished,North,2,1,1,0,4766000.0
P02195,Pune,Pune-Mid-7,Mid,Carpet Area,3103.0,5,5,1,6,11.51,Fully Furnished,South-East,1,1,5,3,21015000.0
P02196,Mumbai,Mumbai-Mid-5,Mid,Built-up Area,1370.4,2,2,1,7,12.46,Unfurnished,South-East,1,1,5,2,20879000.0
P02197,Mumbai,Mumbai-Mid-3,Mid,Carpet Area,1752.0,3,4,2,16,10.23,Unfurnished,East,2,1,4,0,24602000.0
P02198,Hyderabad,Hyderabad-Mid-6,Mid,Carpet Area,2146.1,4,4,3,18,8.79,Semi-Furnished,West,0,1,0,1,9991000.0
P02199,Chennai,Chennai-Mid-7,Mid,Plot Area,1365.2,2,3,2,24,5.02,Unfurnished,North-East,1,1,1,1,5354000.0
P02200,Delhi,Delhi-Premium-6,Premium,Carpet Area,3541.9,5,4,2,15,5.61,Fully Furnished,North,1,1,5,1,45375000.0
P02201,Pune,Pune-Mid-7,Mid,Plot Area,2328.5,3,3,1,14,11.4,Unfurnished,South,0,1,5,0,13318000.0
P02202,Chennai,Chennai-Mid-5,Mid,Plot Area,1084.4,2,3,0,4,7.86,Semi-Furnished,South,2,0,4,3,7207000.0
P02203,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,1528.2,3,3,2,20,6.68,Fully Furnished,North,2,1,4,0,22323000.0
P02204,Mumbai,Mumbai-Mid-4,Mid,Built-up Area,1638.6,3,2,2,18,10.04,Semi-Furnished,East,1,1,5,2,20273000.0
P02205,Hyderabad,Hyderabad-Premium-6,Premium,Built-up Area,1428.3,3,2,2,12,4.48,Semi-Furnished,South,1,1,3,1,13096000.0
P02206,Mumbai,Mumbai-Mid-2,Mid,Carpet Area,1739.8,3,4,2,2,10.58,Fully Furnished,South-East,2,0,4,1,31684000.0
P02207,Mumbai,Mumbai-Mid-8,Mid,Super built-up Area,626.6,1,1,0,14,8.74,Semi-Furnished,South,1,1,2,2,9921000.0
P02208,Hyderabad,Hyderabad-Emerging-3,Emerging,Carpet Area,3168.2,4,4,4,6,26.36,Unfurnished,North,0,1,5,0,10325000.0
P02209,Chennai,Chennai-Mid-1,Mid,Super built-up Area,1616.2,3,3,3,20,5.21,Semi-Furnished,South-East,0,1,5,3,8132000.0
P02210,Bengaluru,Bengaluru-Mid-3,Mid,Carpet Area,1469.8,3,4,0,7,12.02,Unfurnished,South-East,0,1,1,3,7011000.0
P02211,Chennai,Chennai-Mid-8,Mid,Built-up Area,2192.2,3,4,0,11,9.21,Semi-Furnished,East,2,1,4,2,10576000.0
P02212,Pune,Pune-Emerging-5,Emerging,Plot Area,569.7,1,1,1,9,18.17,Semi-Furnished,West,2,0,3,2,1937000.0
P02213,Bengaluru,Bengaluru-Emerging-2,Emerging,Built-up Area,1038.0,2,3,0,1,14.91,Semi-Furnished,West,0,1,2,0,4569000.0
P02214,Bengaluru,Bengaluru-Premium-7,Premium,Plot Area,2026.3,4,3,2,0,0.17,Unfurnished,West,2,1,5,1,26228000.0
P02215,Pune,Pune-Mid-5,Mid,Super built-up Area,1263.9,2,3,1,8,5.56,Semi-Furnished,North-East,0,1,5,3,8278000.0
P02216,Hyderabad,Hyderabad-Mid-2,Mid,Plot Area,461.4,1,1,0,24,8.97,Unfurnished,North,1,1,1,0,2121000.0
P02217,Hyderabad,Hyderabad-Premium-1,Premium,Built-up Area,951.5,2,1,1,11,1.15,Fully Furnished,West,0,1,5,3,8924000.0
P02218,Delhi,Delhi-Premium-3,Premium,Built-up Area,1930.3,4,5,0,23,1.56,Semi-Furnished,South,2,0,2,0,27894000.0
P02219,Mumbai,Mumbai-Mid-5,Mid,Super built-up Area,1873.6,3,2,2,1,10.45,Semi-Furnished,North-East,1,1,5,3,31265000.0
P02220,Hyderabad,Hyderabad-Emerging-3,Emerging,Carpet Area,2010.6,3,3,2,20,13.95,Unfurnished,North,0,1,4,0,6606000.0
P02221,Delhi,Delhi-Premium-1,Premium,Plot Area,2844.5,5,6,3,9,5.29,Fully Furnished,North-East,2,1,0,3,44104000.0
P02222,Bengaluru,Bengaluru-Mid-5,Mid,Super built-up Area,1186.7,2,2,0,12,13.49,Semi-Furnished,East,2,1,4,1,6859000.0
P02223,Hyderabad,Hyderabad-Mid-4,Mid,Super built-up Area,1852.2,3,2,0,20,8.51,Semi-Furnished,West,1,1,0,1,7168000.0
P02224,Pune,Pune-Mid-2,Mid,Plot Area,1167.1,2,1,0,4,12.08,Unfurnished,East,1,1,2,1,6645000.0
P02225,Pune,Pune-Emerging-4,Emerging,Plot Area,1268.6,2,2,1,11,20.69,Unfurnished,South-East,1,1,2,3,4130000.0
P02226,Delhi,Delhi-Premium-7,Premium,Carpet Area,1858.0,3,3,1,21,4.43,Semi-Furnished,North,2,1,4,3,21818000.0
P02227,Chennai,Chennai-Mid-4,Mid,Super built-up Area,1936.5,3,2,2,4,6.75,Unfurnished,South,1,0,4,2,8022000.0
P02228,Pune,Pune-Premium-6,Premium,Built-up Area,1130.8,2,1,2,17,3.46,Fully Furnished,North-East,1,1,1,0,9949000.0
P02229,Bengaluru,Bengaluru-Emerging-6,Emerging,Plot Area,838.8,2,3,2,11,26.84,Unfurnished,South-East,2,0,2,2,2530000.0
P02230,Delhi,Delhi-Mid-6,Mid,Plot Area,1292.2,2,1,2,18,10.62,Unfurnished,North,0,1,0,3,10620000.0
P02231,Chennai,Chennai-Premium-8,Premium,Carpet Area,1864.7,4,5,3,6,2.28,Unfurnished,North,0,1,0,2,17869000.0
P02232,Pune,Pune-Mid-2,Mid,Built-up Area,1729.7,4,4,0,11,6.81,Semi-Furnished,West,0,1,3,3,9766000.0
P02233,Pune,Pune-Mid-8,Mid,Super built-up Area,1531.1,3,4,3,4,11.7,Semi-Furnished,North-East,2,1,2,2,8734000.0
P02234,Mumbai,Mumbai-Emerging-5,Emerging,Plot Area,1629.2,3,4,0,1,14.37,Fully Furnished,North-East,0,1,2,0,18232000.0
P02235,Delhi,Delhi-Premium-7,Premium,Plot Area,1076.2,3,2,1,19,1.02,Semi-Furnished,South-East,0,0,2,1,13779000.0
P02236,Hyderabad,Hyderabad-Mid-6,Mid,Carpet Area,1273.8,2,3,1,4,6.75,Fully Furnished,South-East,2,1,5,2,9823000.0
P02237,Delhi,Delhi-Premium-8,Premium,Plot Area,1503.3,2,1,0,24,5.5,Unfurnished,East,0,1,2,1,20254000.0
P02238,Delhi,Delhi-Premium-6,Premium,Plot Area,1058.0,2,3,1,23,5.92,Fully Furnished,East,2,1,5,2,13954000.0
P02239,Pune,Pune-Premium-4,Premium,Built-up Area,2023.3,3,4,3,0,5.7,Unfurnished,South,2,1,5,3,21586000.0
P02240,Pune,Pune-Premium-1,Premium,Plot Area,1376.8,2,3,1,19,1.74,Fully Furnished,West,2,1,2,1,12717000.0
P02241,Delhi,Delhi-Emerging-6,Emerging,Plot Area,1641.6,3,4,1,5,21.75,Unfurnished,South-East,2,1,0,3,7842000.0
P02242,Pune,Pune-Mid-5,Mid,Carpet Area,1066.4,2,3,1,0,9.79,Semi-Furnished,East,0,1,4,0,6129000.0
P02243,Chennai,Chennai-Mid-4,Mid,Carpet Area,1324.5,3,2,1,15,10.12,Unfurnished,East,2,1,3,3,6684000.0
P02244,Mumbai,Mumbai-Premium-5,Premium,Carpet Area,1038.5,2,1,0,7,2.14,Semi-Furnished,West,1,1,3,3,28649000.0
P02245,Bengaluru,Bengaluru-Premium-1,Premium,Carpet Area,1051.8,2,3,1,13,0.98,Semi-Furnished,South,2,1,1,1,11363000.0
P02246,Mumbai,Mumbai-Premium-5,Premium,Plot Area,1738.9,3,4,1,19,5.86,Unfurnished,West,2,1,1,0,34452000.0
P02247,Chennai,Chennai-Mid-5,Mid,Carpet Area,381.8,1,1,0,23,6.59,Unfurnished,South-East,1,1,4,0,1424000.0
P02248,Bengaluru,Bengaluru-Mid-8,Mid,Super built-up Area,1323.0,2,1,0,15,13.81,Semi-Furnished,North,2,1,0,3,6654000.0
P02249,Mumbai,Mumbai-Premium-3,Premium,Super built-up Area,1822.3,3,4,2,11,1.21,Semi-Furnished,North,2,1,5,1,48469000.0
P02250,Chennai,Chennai-Mid-3,Mid,Super built-up Area,493.1,1,1,1,14,5.6,Semi-Furnished,South-East,2,0,5,1,2414000.0
P02251,Mumbai,Mumbai-Emerging-1,Emerging,Built-up Area,1911.9,3,2,1,1,21.54,Semi-Furnished,East,2,1,5,2,13563000.0
P02252,Mumbai,Mumbai-Premium-7,Premium,Plot Area,1088.4,3,2,3,7,4.53,Semi-Furnished,West,0,0,1,0,27179000.0
P02253,Hyderabad,Hyderabad-Emerging-1,Emerging,Super built-up Area,440.9,1,1,1,6,17.96,Unfurnished,South,2,1,2,3,1089000.0
P02254,Delhi,Delhi-Mid-6,Mid,Super built-up Area,1075.1,2,3,1,21,12.13,Fully Furnished,East,0,1,3,0,7087000.0
P02255,Mumbai,Mumbai-Mid-3,Mid,Built-up Area,3365.0,5,4,4,19,14.28,Fully Furnished,West,1,1,1,2,44213000.0
P02256,Pune,Pune-Premium-2,Premium,Built-up Area,1209.8,2,1,0,18,1.41,Unfurnished,South-East,0,1,2,1,11283000.0
P02257,Chennai,Chennai-Premium-7,Premium,Plot Area,1198.1,2,3,0,7,4.14,Fully Furnished,North,0,1,1,2,8969000.0
P02258,Delhi,Delhi-Emerging-3,Emerging,Super built-up Area,589.0,1,1,1,24,21.61,Fully Furnished,North-East,2,1,4,3,1780000.0
P02259,Hyderabad,Hyderabad-Mid-3,Mid,Plot Area,1961.1,3,2,2,13,9.36,Unfurnished,South-East,1,1,0,3,11853000.0
P02260,Bengaluru,Bengaluru-Mid-3,Mid,Built-up Area,1616.9,3,3,0,10,12.5,Semi-Furnished,North-East,1,1,3,1,10612000.0
P02261,Bengaluru,Bengaluru-Premium-1,Premium,Super built-up Area,1702.5,3,4,3,4,4.2,Fully Furnished,South-East,2,1,3,2,17928000.0
P02262,Mumbai,Mumbai-Mid-7,Mid,Plot Area,1442.1,3,4,0,2,8.77,Semi-Furnished,North,2,1,3,0,23931000.0
P02263,Mumbai,Mumbai-Mid-6,Mid,Built-up Area,968.2,2,2,0,2,5.21,Semi-Furnished,North-East,2,1,0,2,19619000.0
P02264,Pune,Pune-Emerging-7,Emerging,Carpet Area,1461.8,3,3,0,22,18.43,Semi-Furnished,North-East,1,1,5,1,3884000.0
P02265,Bengaluru,Bengaluru-Premium-1,Premium,Plot Area,2466.5,4,4,4,19,3.69,Unfurnished,North-East,2,1,2,0,22070000.0
P02266,Pune,Pune-Premium-7,Premium,Built-up Area,1782.5,3,3,0,17,4.53,Unfurnished,East,0,1,2,2,16003000.0
P02267,Chennai,Chennai-Premium-1,Premium,Super built-up Area,609.5,1,1,1,12,3.04,Unfurnished,North,0,1,1,2,4789000.0
P02268,Pune,Pune-Mid-6,Mid,Super built-up Area,1878.4,3,4,0,5,7.2,Semi-Furnished,North,1,1,5,2,13083000.0
P02269,Pune,Pune-Premium-6,Premium,Carpet Area,2752.9,5,4,3,5,5.47,Unfurnished,South,1,1,2,0,27275000.0
P02270,Delhi,Delhi-Mid-4,Mid,Carpet Area,1563.9,3,3,1,23,9.81,Unfurnished,West,2,1,4,1,13316000.0
P02271,Pune,Pune-Mid-1,Mid,Built-up Area,1889.9,3,3,1,21,14.66,Semi-Furnished,North-East,0,0,5,1,7479000.0
P02272,Bengaluru,Bengaluru-Mid-6,Mid,Super built-up Area,1536.8,3,3,3,13,9.43,Semi-Furnished,East,1,1,5,3,7654000.0
P02273,Bengaluru,Bengaluru-Emerging-8,Emerging,Built-up Area,1298.4,2,3,0,11,19.35,Semi-Furnished,South,2,1,0,1,3665000.0
P02274,Bengaluru,Bengaluru-Premium-1,Premium,Built-up Area,3211.5,5,5,2,1,3.27,Unfurnished,North,2,0,4,0,45436000.0
P02275,Delhi,Delhi-Mid-6,Mid,Plot Area,1666.5,3,4,3,6,6.97,Semi-Furnished,North,2,1,5,0,17813000.0
P02276,Pune,Pune-Emerging-7,Emerging,Super built-up Area,2179.5,3,4,0,4,16.65,Fully Furnished,East,0,1,2,2,7848000.0
P02277,Chennai,Chennai-Mid-2,Mid,Super built-up Area,3168.0,5,5,3,12,9.69,Semi-Furnished,South,0,0,1,2,14329000.0
P02278,Pune,Pune-Emerging-2,Emerging,Super built-up Area,1509.4,3,2,1,4,24.85,Fully Furnished,South-East,2,0,4,3,4033000.0
P02279,Mumbai,Mumbai-Emerging-8,Emerging,Built-up Area,1311.2,2,2,1,16,17.27,Unfurnished,South-East,0,1,3,1,7914000.0
P02280,Hyderabad,Hyderabad-Premium-4,Premium,Carpet Area,1403.3,3,4,3,3,5.79,Unfurnished,North-East,0,1,5,1,13618000.0
P02281,Bengaluru,Bengaluru-Premium-8,Premium,Built-up Area,1957.9,3,3,0,7,1.35,Semi-Furnished,South,0,1,2,0,21670000.0
P02282,Delhi,Delhi-Premium-4,Premium,Built-up Area,1620.7,3,4,2,10,4.96,Unfurnished,North-East,2,1,0,2,31682000.0
P02283,Delhi,Delhi-Mid-7,Mid,Built-up Area,2321.0,4,5,3,2,6.31,Unfurnished,East,2,1,1,3,25786000.0
P02284,Chennai,Chennai-Mid-3,Mid,Super built-up Area,1093.3,2,1,2,23,6.33,Semi-Furnished,North,1,1,3,2,5140000.0
P02285,Delhi,Delhi-Mid-6,Mid,Super built-up Area,874.6,2,2,0,14,13.92,Fully Furnished,North,2,1,0,1,6973000.0
P02286,Chennai,Chennai-Emerging-7,Emerging,Plot Area,1901.7,4,3,2,24,19.34,Unfurnished,North-East,0,1,5,2,3307000.0
P02287,Mumbai,Mumbai-Mid-5,Mid,Super built-up Area,1871.5,3,2,2,20,10.82,Fully Furnished,East,0,1,1,3,26602000.0
P02288,Mumbai,Mumbai-Mid-6,Mid,Super built-up Area,1946.5,3,4,2,5,6.24,Fully Furnished,East,0,1,3,2,37015000.0
P02289,Pune,Pune-Mid-6,Mid,Built-up Area,1135.4,2,1,1,19,7.99,Fully Furnished,South-East,0,1,5,3,5200000.0
P02290,Delhi,Delhi-Mid-3,Mid,Plot Area,1364.3,3,3,3,14,11.67,Fully Furnished,East,2,0,2,0,10498000.0
P02291,Pune,Pune-Premium-7,Premium,Plot Area,1861.1,3,3,1,5,5.37,Semi-Furnished,East,0,1,4,0,16431000.0
P02292,Mumbai,Mumbai-Mid-2,Mid,Plot Area,2369.9,5,4,0,16,9.51,Semi-Furnished,South-East,0,0,3,3,38720000.0
P02293,Hyderabad,Hyderabad-Emerging-3,Emerging,Super built-up Area,1143.7,2,1,1,11,14.55,Semi-Furnished,North,0,1,1,2,2924000.0
P02294,Chennai,Chennai-Emerging-6,Emerging,Plot Area,524.6,1,2,0,5,12.07,Unfurnished,North-East,0,1,4,3,1973000.0
P02295,Chennai,Chennai-Mid-1,Mid,Built-up Area,1019.3,2,3,0,9,11.12,Semi-Furnished,North-East,2,1,4,2,5338000.0
P02296,Mumbai,Mumbai-Mid-2,Mid,Plot Area,1670.7,3,3,3,18,13.37,Semi-Furnished,North,1,1,4,3,23914000.0
P02297,Delhi,Delhi-Mid-7,Mid,Super built-up Area,1795.4,3,3,1,8,7.01,Fully Furnished,West,0,1,3,1,18906000.0
P02298,Pune,Pune-Premium-2,Premium,Super built-up Area,516.8,1,1,1,0,0.15,Semi-Furnished,East,1,1,2,3,4679000.0
P02299,Bengaluru,Bengaluru-Emerging-2,Emerging,Plot Area,1783.1,3,2,0,12,19.74,Unfurnished,South,2,1,2,0,6366000.0
P02300,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,1035.0,2,2,0,14,11.71,Semi-Furnished,North,2,1,4,3,13399000.0
P02301,Delhi,Delhi-Mid-7,Mid,Super built-up Area,1363.1,3,4,2,3,7.22,Unfurnished,East,0,1,3,3,17300000.0
P02302,Hyderabad,Hyderabad-Emerging-4,Emerging,Carpet Area,921.0,2,3,0,5,15.08,Unfurnished,South,2,1,1,2,3195000.0
P02303,Bengaluru,Bengaluru-Mid-8,Mid,Super built-up Area,844.4,2,2,2,19,7.84,Unfurnished,North,0,1,3,3,4370000.0
P02304,Pune,Pune-Premium-4,Premium,Super built-up Area,434.9,1,1,0,9,5.88,Semi-Furnished,West,0,1,1,1,3918000.0
P02305,Delhi,Delhi-Emerging-5,Emerging,Super built-up Area,1011.1,2,1,2,14,26.33,Semi-Furnished,South,2,1,5,0,4434000.0
P02306,Bengaluru,Bengaluru-Emerging-8,Emerging,Super built-up Area,1482.9,3,3,3,16,24.12,Semi-Furnished,South-East,0,1,2,3,3830000.0
P02307,Bengaluru,Bengaluru-Mid-8,Mid,Super built-up Area,1010.3,2,1,0,9,5.85,Fully Furnished,West,2,1,2,2,5567000.0
P02308,Hyderabad,Hyderabad-Emerging-4,Emerging,Plot Area,2427.2,4,4,0,9,26.45,Unfurnished,North,0,1,5,0,7637000.0
P02309,Pune,Pune-Mid-1,Mid,Plot Area,460.6,1,2,0,5,12.57,Semi-Furnished,West,1,1,2,3,2927000.0
P02310,Hyderabad,Hyderabad-Mid-7,Mid,Super built-up Area,1195.5,2,3,2,21,5.95,Unfurnished,North-East,2,1,0,3,6190000.0
P02311,Chennai,Chennai-Mid-7,Mid,Carpet Area,1373.5,2,1,0,1,13.03,Semi-Furnished,West,2,0,2,0,7104000.0
P02312,Mumbai,Mumbai-Emerging-2,Emerging,Plot Area,590.7,1,1,0,2,24.29,Fully Furnished,East,2,0,0,3,4046000.0
P02313,Pune,Pune-Mid-7,Mid,Super built-up Area,1880.8,4,4,1,18,12.96,Fully Furnished,West,0,1,1,3,9734000.0
P02314,Mumbai,Mumbai-Mid-8,Mid,Built-up Area,3388.1,5,5,5,19,5.31,Unfurnished,South,0,1,4,2,45222000.0
P02315,Bengaluru,Bengaluru-Mid-2,Mid,Plot Area,1168.2,2,3,2,11,11.84,Unfurnished,North-East,0,1,3,2,7591000.0
P02316,Delhi,Delhi-Premium-7,Premium,Super built-up Area,2687.9,5,4,3,23,2.11,Fully Furnished,North,1,1,3,1,32498000.0
P02317,Mumbai,Mumbai-Premium-5,Premium,Super built-up Area,413.8,1,2,1,7,3.91,Semi-Furnished,North-East,1,1,0,3,11147000.0
P02318,Hyderabad,Hyderabad-Premium-8,Premium,Plot Area,1760.0,3,3,0,0,4.36,Semi-Furnished,South,0,1,3,2,16644000.0
P02319,Mumbai,Mumbai-Premium-3,Premium,Carpet Area,592.9,1,2,1,2,5.81,Semi-Furnished,South,0,0,1,2,16934000.0
P02320,Bengaluru,Bengaluru-Emerging-2,Emerging,Carpet Area,1083.0,3,4,1,16,19.38,Semi-Furnished,South,0,1,0,1,2740000.0
P02321,Delhi,Delhi-Mid-2,Mid,Super built-up Area,1342.5,2,1,1,20,9.21,Unfurnished,East,2,1,5,3,10605000.0
P02322,Delhi,Delhi-Emerging-8,Emerging,Built-up Area,1668.3,3,4,0,12,25.73,Fully Furnished,South,0,0,4,3,8419000.0
P02323,Chennai,Chennai-Premium-2,Premium,Built-up Area,3446.3,5,6,2,2,3.9,Semi-Furnished,North,1,1,2,3,32621000.0
P02324,Mumbai,Mumbai-Mid-5,Mid,Built-up Area,2183.3,3,2,3,18,14.2,Semi-Furnished,North-East,0,1,3,2,34761000.0
P02325,Bengaluru,Bengaluru-Premium-3,Premium,Super built-up Area,1631.2,3,3,2,18,0.68,Fully Furnished,South,0,1,0,0,14433000.0
P02326,Hyderabad,Hyderabad-Premium-6,Premium,Carpet Area,1662.5,4,3,0,18,0.91,Semi-Furnished,South-East,2,1,0,3,14218000.0
P02327,Bengaluru,Bengaluru-Mid-3,Mid,Plot Area,2167.0,3,4,2,15,6.51,Unfurnished,South,0,1,4,0,11793000.0
P02328,Chennai,Chennai-Emerging-4,Emerging,Carpet Area,1705.5,3,3,2,4,16.67,Semi-Furnished,North-East,0,1,1,0,4893000.0
P02329,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,2917.5,4,3,2,22,9.62,Unfurnished,East,2,0,0,0,37636000.0
P02330,Pune,Pune-Premium-8,Premium,Plot Area,2126.7,4,5,2,0,5.06,Fully Furnished,North-East,1,1,4,0,23969000.0
P02331,Delhi,Delhi-Mid-7,Mid,Built-up Area,1148.4,2,2,0,23,8.8,Semi-Furnished,East,0,0,3,3,8193000.0
P02332,Bengaluru,Bengaluru-Mid-2,Mid,Carpet Area,764.4,2,2,1,7,12.76,Fully Furnished,North,1,1,0,3,4501000.0
P02333,Chennai,Chennai-Mid-8,Mid,Carpet Area,1375.3,3,3,3,7,6.15,Unfurnished,East,2,1,2,3,7264000.0
P02334,Mumbai,Mumbai-Mid-5,Mid,Plot Area,1537.9,3,3,1,15,9.44,Semi-Furnished,West,0,1,2,1,19964000.0
P02335,Chennai,Chennai-Premium-4,Premium,Super built-up Area,573.7,1,1,0,23,1.5,Unfurnished,South,1,1,5,1,3717000.0
